Name,breakfast,lunch,dinner,veg\nonveg,calories,fats,saturatedfats,sodium,carbohydrates,fiber,sugar,protein
Malai Kofta (Stuffed potato balls in cream),1,0,0,0,409.1,27,4.8,71.4,39.7,5.9,9,5.9
Spicy Indian Fish Koftas,1,0,0,1,64,0.8,0.2,387,7.2,0.5,1.1,6.8
Bizarre Awesome Rice Koftas With Mushroom Filling,1,0,0,0,725.7,10.7,3.8,337.2,141.2,9.5,12.2,18
Figs Koftas,1,0,1,0,94.3,3.6,2,7.5,15.2,2.5,6.2,1.8
Turkish Meatballs (Kofta),1,0,1,1,482.3,32.9,12.8,576.3,20.8,1.5,1.8,24.4
Koftas,1,0,1,1,420.4,35.8,13.4,77.3,2.4,0.7,0.3,21.7
Paneer Palak Kofta,1,0,1,1,477.7,42.7,26.1,301.2,21.7,6.2,7.1,8.4
Kofta Bi Tahini (kofta With Tahini),1,0,1,1,386.7,19.7,7.2,661.5,26.9,3.6,3.8,25.9
Chana Dal Kofta Curry,1,0,1,1,406.6,17.4,5.8,43.9,54.6,14.1,16.1,13.4
Kofta Curry,1,0,1,0,473.7,20,7.4,139.2,45.3,3.5,3.3,27.6
Chicken Koftas,1,0,1,1,308.5,12.8,3.6,293.6,20.9,1.7,1.9,27.1
Kofta Rolls With Chilli-Yogurt,1,0,1,0,451,29,12.1,263.8,24.8,2.4,4.5,22.5
Low Fat Kofta Curry,1,0,1,0,219.8,11.2,3.8,369.1,11.1,2.1,4.8,18.8
Kofta Curry,1,0,1,0,574.8,35.9,11.3,157.6,13.3,2.3,4.2,48.6
Lamb Kofta With Fattoush,1,0,1,0,507.7,32.6,13.2,254.1,28.1,4,4.9,26
Malai Kofta ( Potato and Cheese Balls in a Tomato Gravy),1,0,1,0,239,11.1,2.7,30.3,32.5,5,7.4,5.3
"Turkish Kofta Kebabs With Minted Yogurt and Carrot, Cumin Salad",1,0,1,0,562,46.7,15.1,117.2,13.7,3.3,6.8,22.9
Lamb Kofta Curry,1,0,1,0,963,73.7,27.9,1608.1,27.7,2.2,6.2,47.2
Kofta Curry,1,0,1,0,435.7,26.7,11.5,305.6,21.5,3,5.4,27.7
Kafka's Koftas,1,0,1,0,458.9,46.8,8.8,16.5,10.7,1.8,3,1.7
Vegetarian Tomato Sauce (For Kofta Balls),1,0,1,0,781.8,35.2,7.9,1237.6,100.3,8.3,11.8,18.1
Vegetarian Kofta Balls (Tomato Sauce Sep. Recipe),1,0,1,0,25.6,0.3,0,894.6,5.4,2.2,2.6,1.7
Kofta,1,0,1,0,148,7.9,3.1,439.9,3.2,1,0.7,15.7
Kofta Curry,1,0,1,0,595.4,37.9,19.5,317.2,56.4,11.4,8.7,15.6
Chicken Kofta Curry,1,0,1,1,785.9,57.7,27.2,923.1,22.5,3.7,5,50.3
Kofta Curry (Meatballs),1,0,1,0,543.5,31.4,12.8,546,18,3.1,7.5,46.4
Malai Kofta Curry,1,0,1,0,509.5,23.4,8.8,155.6,68.3,8.7,15.3,11.5
Egyptian Fish Kofta,1,0,1,1,2502.7,230.3,31.6,1576.8,64.6,6,5.5,49.1
Nut Koftas With Minted Yoghurt,1,0,1,0,672.8,49.3,5.2,118.7,41.3,13.6,4.3,23.8
Pineapple Kofta Curry,1,0,1,0,743.4,52.3,31.5,471,35.1,6.7,22.5,37.1
Paneer Kofta in a Tomato Gravy,1,0,1,0,154.3,11.1,1.4,16.5,12.4,2.5,4.5,3
Kofta Meatballs - Lamb,1,0,0,0,416.5,28.1,12,98.4,17.7,3.5,3.6,23
Balti Chicken Kofta,1,0,0,1,144.5,1.8,0.5,667,4.2,1.6,1.5,27.1
Kofta Meatball Curry,1,0,0,0,500.4,39.7,9.7,791.5,13.2,3.3,5.6,24
Chickpea-Kofta Recipe,1,0,0,0,48.2,0.4,0.1,148.9,9.4,1.6,0.3,1.9
Chicken Kofta Balls,1,0,0,1,259,5,1.3,740.1,16.2,4,6.2,37.8
Kofta Balls in a Spicy Sauce,1,0,0,0,169.1,8.9,2.8,1253.1,7.2,1.6,3,15.4
Baked Kofta Balls in Tomato Sauce,1,0,0,0,175.7,8.4,1.6,963.1,22.3,5,13.5,3.5
Lamb Kofta With Yogurt Sauce,1,0,0,0,543,22.8,9,844.3,52.8,3.9,8.5,31.2
Chef Joey's Baked Kofta Burgers,1,0,0,1,109.2,0.4,0.1,304.2,23.5,2.2,3.3,3.3
Spicy Kofta Burgers,1,0,0,1,257,17.2,6.7,109.9,2.7,0.3,0.8,21.4
Chickpea and Sweet Potato Koftas (Reduced Fat),1,0,0,1,58.2,0.4,0.1,230.5,11.6,2.1,1,2.3
Malai Kofta in Spicy Cream Sauce,1,0,0,1,567.6,31.5,17,2227.7,60.1,8.8,8.7,15
Kofta Biryani,1,0,0,1,514,17.5,6,403.1,64.5,4,3.4,23.8
Kofta  Aloo Curry,1,0,0,1,238.9,8.5,1.3,75.4,21,3.6,6.9,21.1
Lamb Kofta With Lemon Roast Garlic Yogurt,1,0,0,1,543.7,42.9,18.9,277.5,6.4,0.7,2.9,31.6
Kofta Mishmisheya (Lamb Meatballs in Apricot Sauce),1,0,0,1,748.5,50.4,18.7,202.9,46.1,5.5,36.9,31.1
Koftas,1,0,0,1,626.3,1.3,0.6,92.3,151.8,4.4,103.8,3.3
Spicy Afghan Meatball/Kofta,1,0,0,1,60.8,0,0,7.1,15,0.3,10.3,0.2
Badami Murgh Kofta,1,0,0,1,431.2,27.9,8.5,497.5,13.8,2.5,5.2,32
Grilled Lamb Kofta Kebabs or Panini W Pistachios and Spicy Salad,1,0,0,1,457.6,36.1,12.3,687.2,12.7,4.6,2.9,24
Greek Lamb Koftas,1,0,1,1,358.3,29.4,12.7,75.2,1.4,0.6,0,20.9
Kofta Curry,1,0,1,1,258.6,16.4,6.8,168.6,9.2,1.5,2.8,18.2
Malai Kofta (Vegetable Dumplings in Curry Sauce),1,0,1,1,448.4,20.8,7.8,1392.2,61.5,11.4,17.1,13.6
Tuna Kofta,1,0,1,1,536.7,15.4,3.2,1050.8,56.1,6.8,4.8,41.6
Methi Kofta in Palak Gravy,1,0,1,1,290.3,11.7,4.7,238.4,40.5,6.7,6.7,9.4
Indian Almond Koftas With Yogurt,1,0,1,1,371.1,23.5,5.6,403.8,10.3,3.4,5.6,31
Turkey Koftas,1,0,1,1,248.8,16.5,3.5,109.8,4.3,0.8,1.2,20.4
Tabbouleh for Koftas,1,0,1,1,73.1,2.5,0.4,8.9,12.1,3,2.1,2.2
Vegetarian Koftas,1,0,1,1,432.8,15.5,2.9,499.2,56.8,9.8,2.8,18.3
Saudi Chicken Kofta (Gluten-Free),1,0,1,1,232,10.2,2.1,116.3,4.7,0.3,0.2,28.7
Saudi Chicken Kofta and Lentil Stew (Gluten-Free),1,0,1,1,1949.7,114.8,31.6,485.4,87.4,14.1,4.1,137.8
Spinach Kofta,1,0,0,1,307.1,13.7,8.2,1262.7,43.1,6.8,12.9,7.4
Kofta Curry - the Yorkshire Way,1,0,0,1,416.1,14.2,8.3,42.3,67.6,9.8,11.7,9.2
Nargisi Koftas (Indian Meat and Egg Balls in Curry),1,0,0,1,90.1,5.2,1.6,79.1,4,0.8,2,7
Kofta Skewers,1,0,1,1,358.6,20.8,8.4,2207.8,15.7,1.1,7.1,26.4
Littlemafia's Tafta Kofta - Meatballs in the Pan,1,0,1,1,430.2,24.9,9.9,931.1,19.6,2.3,4.6,30.9
"Swedish Style, Vegan Kofta Balls",1,0,1,1,161.5,2.6,0.3,919.8,25.9,6.1,6,9.5
Turkey Kofta Kebabs,1,0,1,1,218.6,9.9,2.6,149.5,6.7,0.9,1.5,25.7
Ground Chicken/Turkey Kofta Kebabs,1,0,1,1,176.7,9.6,2.7,110,2.9,1.2,0.7,20.3
Quick Lamb Kofta With Harissa Yogurt Sauce,1,0,1,1,455.3,28.5,12.5,646.3,25.8,1.7,2.2,22.6
Zucchini Sauce for Koftas Oman,1,0,1,1,47.9,2.2,0.4,312.7,6.3,1.8,3.9,1.9
Kofta Korma,1,0,1,1,46.1,0.6,0.1,1176.1,9.9,2.2,2.8,1.6
Palestinian Kofta,1,1,0,1,108.7,5.2,2,213.4,3.2,0.2,0.3,11.6
Lamb Kofta Kebabs from Jamie Oliver,1,1,0,1,780.1,42.2,17.4,848,69,7.4,3.8,32.6
Kofta Curry,1,1,0,1,418.9,28.7,12.3,172.1,18.9,6.3,7.5,22.7
Kofta Kebabs With Chilli Yoghurt,1,1,0,1,313.8,15.5,6.3,263.4,22.1,1.9,4.9,21
Turkish Kofta Kebabs,1,1,0,1,299.1,18.7,3.9,84,10.8,1.9,3.3,22.2
Baked Malai Kofta,1,1,0,1,225.9,9.5,2.3,114.8,31.4,5.2,8.3,6.8
Achari Vegetable Kofta Curry,1,1,0,1,183.9,10.2,1.7,72.8,18.4,4.3,5.8,6.4
Kofta Meshweya,1,1,0,1,493.6,40,17.4,103.6,2.9,0.6,1.2,28.7
Yogurtlu Kebab - Kofta With Tomato Sauce and Yogurt,1,1,0,1,238.1,11.9,4,163.1,26,3.2,14,9.2
Egyptian Apricot Sauce for Kofta,1,1,0,1,246,6.7,1.2,301,42.5,4.1,30.7,7.5
Tsiren Dakakken Nama - Nigerian Kofta,1,1,0,1,252.7,13.9,5.6,101.8,3.1,0.7,1.5,26.9
Kofta,1,1,0,1,350.8,22.9,8.9,122.5,5.5,0.7,1.7,28.8
Afghanistan: Kofta Challow,1,1,0,1,321.9,20.6,6.1,1865.7,14.7,3.4,4.7,20.8
Koftah,1,1,0,1,407.6,27.6,10.7,427.8,3,0.6,0.9,34.8
Kofta Meatloaf,1,1,0,1,267.6,17.3,6.8,663.4,5.3,1.6,2.1,22
Potato Kofta Pockets With Tomato Curry Sauce,1,1,0,0,550.7,7.1,1.8,984.7,98.5,9.9,13.2,24.5
Spiced Koftas With Lemon and Coriander Houmous,1,1,1,0,497.4,30.4,8.8,386.1,27.2,5.7,2,29.1
Noori Kofta - Boatman's Fish Ball,0,1,1,1,57.2,2.2,1,411.4,6.9,1.6,3.3,2.9
Mixed Vegetable Kofta Balls With Cashews,0,1,1,0,462.8,29.5,13.5,1049.6,45,6,9.4,8.9
Mini Kofta Pittas,0,1,1,0,349.8,15,6.2,363.1,36.7,2.3,2.8,16.2
Chicken Caesar Salad With Spicy Chaat Masala,0,1,1,1,77.2,1.2,0.3,109.2,14.6,1.9,2.4,2.6
Aaloo Chaat (tangy Potatoes),0,1,1,0,765.7,29,3.9,101,120.2,16.9,22,14.5
Chaat Masala,0,1,1,0,3,0.2,0,702.2,0.4,0.1,0,0.1
Aloo Channa Chaat (Tangy Potato Chickpea Snack),0,1,1,0,252,3.3,0.5,447.6,51.5,10.9,4.5,8.7
Fruit Chaat,1,1,1,0,166.4,1.5,0.3,2347.1,40,9.4,25.5,3.5
Chaat-Pata Aloo (Potato Dish),0,1,1,0,224.2,0.7,0.2,37.9,50.6,7,4.5,6.4
Corn Chaat,1,1,1,0,72.7,1.9,0.3,16.7,14,2.4,3.7,2.2
Chaat Masala,1,1,1,0,74.5,1.4,0.3,1758.4,17.9,7.3,0.4,3.2
Fruit Chaat,1,1,1,0,295.8,0.8,0.1,4,76,7.6,58.4,3.2
Papri Chaat,0,1,1,0,185.6,1.4,0.3,258.9,37.5,5.8,6,6.9
Potatoes With Chaat Masala,0,1,1,0,196.8,3.6,0.5,304.7,37.9,4.9,1.9,4.4
Chaat Papri,0,1,1,0,230.4,4.4,0.6,197.3,41.1,4.2,0.4,6.6
Corn Chaat,0,1,1,0,265,8.9,1.3,32.9,48.3,7.2,12.2,6.7
Chicken/Fish/ Prawn Chaat,0,1,1,1,151.1,8.1,1.1,1230,3.4,0.4,0.4,15.8
Channa Chaat,0,1,1,0,443.2,3,0.4,716.9,90.5,15.7,6.8,16.4
Sweet Corn Masala Chaat,0,1,1,0,65.4,2.6,0.4,30.5,12.4,2.6,1.6,2
Mixed Fruit Chaat (Indian),1,1,1,0,263.6,1.3,0.1,12.5,67,9.9,48.5,4.3
Chaat,1,1,1,0,327.7,13.6,3.6,290.5,43.7,5,7.4,9.6
Delhi Aloo Chaat,1,1,1,0,166.8,0.3,0.1,13.8,37.6,4.8,1.7,4.4
Papri Chaat (Indian Nachos),1,1,1,0,168.1,6,2.6,271.3,24.3,3.6,4.3,5.6
Thayir Vada (Yogurt Chaat Balls),1,1,1,0,66.6,3.2,1.8,49.1,6.9,0.6,5,3.7
Chaat Masala Spice Mix,1,1,1,0,103.8,4.5,0.6,4827.2,17,6,1.3,4.6
Chaat Masala Fruit Salad,1,1,1,0,538.5,27.8,3.9,4.3,75.7,10.3,41.6,5.8
"Dal Chilla from Chai, Chaat &amp; Chutney",1,1,1,0,77.2,0.2,0,196.8,13.9,5.5,1.1,5
"Sticky Bombay Chicken from CHAI, CHAAT &amp; CHUTNEY",1,1,1,1,113.2,4.7,0.9,597.8,3.7,0.3,2.5,13.6
"Mango Lassi from CHAI, CHAAT &amp; CHUTNEY",1,1,1,0,143.1,3.8,2.2,48.7,25.1,1.7,22.1,4.3
"Tomato Chutney from CHAI, CHAAT &amp; CHUTNEY",1,1,1,0,90.3,4.9,0.7,204.8,11.2,2.5,6.6,2.3
Sweet Kachori,1,1,1,0,2647,46.7,27.6,202.7,514.1,9.4,269.7,46.1
Khasta Kachoris,1,1,1,0,201.2,11,4.8,629.8,20.8,4.5,0.3,5.2
Nayar Ji Kachori,1,1,1,0,179.8,6.8,5.9,13.3,28.1,5,3.5,3.7
Kachori,1,1,1,0,537.8,5.1,0.8,494.5,104.4,7.7,0.7,16.5
Raj Kachori,1,1,1,0,199.1,7.4,1.8,496.3,28,1.8,3.5,5.6
PEAS KACHORI,0,1,1,0,208,6.4,3.8,369.9,32.1,3.9,3.1,5.9
Mini Stuff Kachori,0,1,1,0,22.1,0.1,0,0.4,3.8,1.9,0.1,1.6
Yogurt with Cucumber and Mint (Kheere Ka Raita),0,1,1,0,26.2,1,0.6,402.1,3.4,0.4,2.1,1.4
Choliye Ki Kheer,0,1,1,0,429.4,18.9,11.8,253.5,49.4,0.1,25.2,17
Sabudaana Ki Kheer (Tapioca Kheer),0,1,1,0,238.3,4.5,2.8,61,46.1,0.3,18.5,4.1
Jackfruit - jaggery kheer,0,1,1,0,440.1,42.7,34.7,47.9,14.4,7.9,3.5,5.4
Mango Kheer,0,1,1,0,545.9,12.3,6.3,159.2,105.6,4.9,87.2,10.5
Kheer,0,1,1,0,1387.8,46.4,23.3,491.4,210.2,3.7,126.3,39.7
Gavachi Kheer,1,1,1,0,700.7,23.3,13.2,84.3,118.5,8.2,64.3,11.4
The World's Best Vermicelli Kheer,1,1,1,0,652.3,27.5,17.1,57,94.5,1.3,59,9.2
Shaki Kheer Creamy Rice Pudding With a Coconut Twist,1,0,1,0,408.3,8.8,5.5,126.4,73.8,0.7,54,9.5
Kheer (Indian Rice Pudding),1,0,1,0,382.4,5.5,0.5,46.4,82.3,1.8,63,3.8
Kheer (Rice Pudding),1,0,1,0,293.1,10.4,5,112.3,41.3,0.8,33.1,9.7
"Low-Cal, Bottle Gourd Squash Pudding( Doodhi Kheer)",1,0,1,0,129.5,3.3,2.1,82.6,18.7,0.1,19.1,6.4
Charishma's Ghee and Khoya Free Carrot Kheer,1,0,1,0,312,5.4,3.1,151.2,62.9,1.7,55.3,5.4
Vermicelli Kheer,1,0,1,0,125.9,2,0.5,100,19.1,0.5,5.3,8
Jhangora Ki Kheer (Jhangora Pudding),1,0,1,0,600.5,18.3,8.2,189.9,90.8,6.4,25.8,19.5
Fragrant Rice Pudding With Pistachios (Kheerni),1,0,1,0,319.2,16.4,6.7,132.8,32.6,2.1,8.8,12.5
Banarsi Kheer,1,0,1,0,190.2,8.1,4,94,22.4,0.7,0.9,7.4
Creamy Pumpkin Kheer With Cashew Nuts,1,0,1,0,195,5,2.9,61.1,33.3,0.1,33,5
Rose Kheer,1,0,1,0,349.7,12.6,7.9,169,49.4,0,33.3,11.3
Badam Kheer (Almond Pudding),1,0,1,0,398.8,23.5,6.7,213.3,36.8,3.3,21.3,14.1
Cucumber and Tomato Yogurt (Kheera Ka Ray),1,0,1,0,33.9,1.4,0.9,21.4,3.9,0.5,2.9,1.9
Indian Rice Pudding - Kheer,1,0,1,0,539,31.4,17.8,101.4,56.1,1.1,26,10.4
